dataID,rating
0,2.01861788
1,4.04500613
2,3.38164141
3,2.91493798
4,3.53071716
5,4.27754139
6,3.33253163
7,3.35830645
8,4.46164136
9,2.21978867
10,1.25425266
11,3.34022307
12,3.94678373
13,2.47761396
14,3.94763162
15,3.09631802
16,4.11868638
17,4.61173187
18,3.04943492
19,3.13447451
20,4.08713040
21,3.22602535
22,2.90342589
23,3.25653642
24,4.15978479
25,3.09985252
26,4.71708476
27,4.14724335
28,2.90169679
29,5.00000000
30,3.14595200
31,4.00867609
32,4.02711222
33,1.68218538
34,2.09156336
35,3.93770717
36,4.60211261
37,3.36171804
38,3.24936757
39,3.81534005
40,4.07478017
41,3.04769078
42,3.82753864
43,3.48651863
44,3.04238309
45,4.43574214
46,3.50974262
47,3.12603801
48,1.78772034
49,3.29962520
50,4.08107529
51,3.21536101
52,3.55330197
53,3.15368249
54,3.60402873
55,3.09638662
56,4.14483928
57,2.20427382
58,4.24408211
59,4.71825926
60,4.50865938
61,2.91711424
62,3.58904608
63,1.77514978
64,3.07285208
65,3.12210288
66,4.09774095
67,4.72496351
68,0.50000000
69,3.64653188
70,2.46379144
71,3.70430452
72,2.43628011
73,3.97655389
74,3.40553915
75,3.64667334
76,3.60293636
77,3.86837757
78,3.12456704
79,2.62377337
80,2.42722825
81,3.18671484
82,4.88023863
83,4.14946244
84,4.80581604
85,4.12037555
86,2.89223417
87,3.98574355
88,3.73834906
89,4.61857549
90,4.49664957
91,5.00000000
92,3.05923349
93,3.38414685
94,3.92523520
95,2.92196362
96,4.07484198
97,3.93437199
98,2.68783419
99,4.32794742
100,4.42253634
101,2.71804012
102,3.35269579
103,4.02460401
104,3.67602417
105,3.57172034
106,3.94565703
107,3.27730044
108,3.79163294
109,1.95552201
110,3.82045130
111,2.50860227
112,4.31712142
113,2.04958225
114,4.84982880
115,4.12560826
116,4.43727602
117,3.08160384
118,3.89390016
119,4.08026497
120,3.10825225
121,3.41727377
122,4.22368469
123,3.84142960
124,3.56193971
125,3.59345162
126,3.19405105
127,3.70833329
128,3.80694679
129,4.43228409
130,3.13755443
131,2.00256244
132,3.50169355
133,4.29824230
134,1.75529871
135,3.02603507
136,1.97331917
137,3.50638952
138,2.40445942
