dataID,rating
0.0,2.136499827824341
1.0,4.187727995155085
2.0,3.113019175038698
3.0,2.956387475522701
4.0,3.6022390134235143
5.0,5.050205012667741
6.0,3.9371637359031304
7.0,3.5348345947793725
8.0,4.021133403572128
9.0,1.9353802531029545
10.0,1.4750994735401644
11.0,4.026348140445295
12.0,3.6053137679363068
13.0,3.368839537958517
14.0,3.921748464918962
15.0,3.020247003643578
16.0,4.250088657061643
17.0,3.969610317757874
18.0,3.8566965753938507
19.0,3.5929991670031227
20.0,3.643880095880371
21.0,3.4120990711165984
22.0,2.809288230902443
23.0,3.0175140651867163
24.0,4.076317374661134
25.0,3.090593928970723
26.0,4.350560877866563
27.0,3.6731231856466677
28.0,3.2630899232756354
29.0,4.452952343584933
30.0,3.471278369159914
31.0,3.910201589180483
32.0,4.05492282825482
33.0,2.4186402909600826
34.0,2.363395358100986
35.0,4.838128631026263
36.0,4.67304351949722
37.0,3.2354098343786557
38.0,3.1925470048548106
39.0,3.626635678316543
40.0,4.278374314115668
41.0,2.7068950333191593
42.0,3.3790785461477446
43.0,3.2735761994821257
44.0,2.873083285969883
45.0,3.663750425180206
46.0,3.860334346221358
47.0,2.7595311740329413
48.0,2.217413083907103
49.0,3.0152241664313553
50.0,4.051087479802702
51.0,3.031703676760198
52.0,3.375291440863887
53.0,2.9052285291029305
54.0,3.6329048667473596
55.0,3.648485228345645
56.0,4.168708145942105
57.0,2.2912243232063743
58.0,3.976839320467041
59.0,3.886530035739046
60.0,4.350766958150684
61.0,3.76174728616567
62.0,3.826316868555229
63.0,2.6387003214596807
64.0,4.108897423136969
65.0,4.984893337694181
66.0,3.642392507145978
67.0,4.265454891147306
68.0,1.112231518253029
69.0,3.2996283292557695
70.0,2.370861664410339
71.0,3.4479123186173224
72.0,2.5534904573077912
73.0,4.010205693935952
74.0,2.5173854669102624
75.0,3.9218689692219333
76.0,3.2928337652416824
77.0,3.702153097781618
78.0,3.986242749699092
79.0,2.1215643901114554
80.0,3.2523338974767793
81.0,3.307423922675048
82.0,4.78706032239527
83.0,3.779376887367179
84.0,3.578149500795763
85.0,3.9514661419369475
86.0,2.1145576135987962
87.0,3.5136223199276344
88.0,3.3079063133029027
89.0,4.510948459937276
90.0,4.529254663371169
91.0,4.757525623071492
92.0,3.2644297079661513
93.0,2.6858261125247584
94.0,3.840151637197075
95.0,3.3328588783059048
96.0,4.18232430276629
97.0,4.080707631491453
98.0,2.537424626013326
99.0,3.9443227802080143
100.0,4.406465857270902
101.0,2.7341625332603674
102.0,2.801518265384318
103.0,4.150326788704176
104.0,3.7282206757536875
105.0,3.3494368847825404
106.0,3.875859155791119
107.0,3.811801065249712
108.0,3.8337016491075238
109.0,3.0628370104592073
110.0,3.909653845830881
111.0,2.6791021809400326
112.0,4.126250006280523
113.0,2.0814373284009604
114.0,4.697026732523588
115.0,2.9768129344930188
116.0,4.615475671211869
117.0,3.6678300538945043
118.0,3.722947599935955
119.0,3.2437981520955055
120.0,3.2845162582604877
121.0,3.267071599812566
122.0,3.9762701105300295
123.0,4.444974202941548
124.0,3.9544603821807085
125.0,3.824097494369307
126.0,3.28395019860169
127.0,4.07860252449628
128.0,4.018615192176554
129.0,4.216336198683133
130.0,3.425811273291313
131.0,3.0560524396756925
132.0,3.5593915592908134
133.0,3.6965189998001815
134.0,2.0564069912504177
135.0,2.822440814892567
136.0,2.7422315473172185
137.0,3.3711324363656163
138.0,2.662229020934365
139.0,3.9675994119251112
140.0,3.04887669539807
141.0,2.5823891546603943
142.0,3.1687137832136494
143.0,3.470364394595849
144.0,2.4248434093059026
145.0,3.2124738320081807
146.0,3.4737676136228615
147.0,2.425844526906721
148.0,4.826471357822692
149.0,3.214346154628728
150.0,3.293094974280361
151.0,3.6578853428640024
152.0,4.294981548744565
153.0,3.4154140897483516
154.0,3.9667735037959067
155.0,3.3630626612916568
156.0,4.284434139976218
157.0,2.7813580517755714
158.0,2.8128984582857903
159.0,4.628540681680708
160.0,2.914308984986137
161.0,3.360429210349262
162.0,3.7800889606219474
163.0,2.941460326301385
164.0,4.163554168755901
165.0,3.7329846963557674
166.0,3.8400414249638946
167.0,3.9291558622599156
168.0,3.4668205714500067
169.0,2.6672333221558335
170.0,4.086588750870353
171.0,2.8416416630030725
172.0,3.4261914870900703
173.0,3.180103224595683
174.0,4.422056201560606
175.0,3.4524582303278866
176.0,4.168885164035566
177.0,3.720197532425503
178.0,4.104271043830031
179.0,2.7584827891159973
180.0,2.176834892090738
181.0,3.553074178800777
182.0,3.2495588926380514
183.0,2.888202469292494
184.0,3.998001016948039
185.0,3.3610194498706583
186.0,3.77552618517696
187.0,3.535376581240128
188.0,3.8740178576221975
189.0,2.3951671416916676
190.0,3.511431508500149
191.0,0.0
192.0,3.939877178228809
193.0,2.9562207172930965
194.0,3.455752059184286
195.0,3.040133227318766
196.0,2.7834727164486344
197.0,4.4974390630894465
198.0,3.2447523406662566
199.0,3.003706096877094
200.0,2.549481738055436
201.0,3.5341699116044594
202.0,3.2458163153503485
203.0,3.1895378465086974
204.0,3.79884449924659
205.0,4.034681238375252
206.0,3.176561596865878
207.0,3.6305310855782182
208.0,4.43014271554124
209.0,4.923215350110798
210.0,4.140157500639583
211.0,3.665237809605293
212.0,3.544007198775885
213.0,3.87519366292691
214.0,3.2243094903673732
215.0,3.6447826517184923
216.0,3.136667696767943
217.0,4.3282162959183745
218.0,3.620820750428143
219.0,3.025982626767973
220.0,3.2798879184556715
221.0,4.576728651823367
222.0,4.6248912674012095
223.0,2.8061449290593123
224.0,4.188709720870087
225.0,3.738911418720249
226.0,3.4703403274442453
227.0,3.905891715174263
228.0,2.8959593959644994
229.0,4.3290790939199395
230.0,3.6390182864559413
231.0,2.849434715187184
232.0,3.0453631549708318
233.0,3.7702577373787256
234.0,2.3660713902158292
235.0,5.044604758444342
236.0,3.927001993347869
237.0,2.3300378402226625
238.0,2.6368906355649706
239.0,4.204217297042451
240.0,2.7789187705355154
241.0,3.567759415148089
242.0,3.018182071930622
243.0,4.6070223633182845
244.0,3.787689669637123
245.0,3.1122319438475445
246.0,2.273838255869256
247.0,3.458116405263985
248.0,3.5686962452206474
249.0,3.803507359019078
250.0,4.269286692179809
251.0,2.690665092255398
252.0,3.598003836742149
253.0,3.2463582023109185
254.0,2.9901485927471008
255.0,3.4212289888032976
256.0,2.8849455508999373
257.0,3.783797209847635
258.0,2.8365963227674884
259.0,3.1398362922686474
260.0,3.1261847197938164
261.0,3.453665687598277
262.0,2.8008946052235335
263.0,3.3846753874992728
264.0,3.502038632440018
265.0,2.888347442398438
266.0,3.0517131322980102
267.0,3.522814082575209
268.0,3.183094801811319
269.0,3.2997831597128395
270.0,3.7599548827723392
271.0,3.360376906098835
272.0,4.626329073884488
273.0,3.769954396643699
274.0,3.6757116207874874
275.0,4.485632004989024
276.0,3.108577390287675
277.0,4.0391261823911115
278.0,4.138532412822029
279.0,2.4561072503205326
280.0,3.5764709654815907
281.0,3.580361391699843
282.0,3.289600266567485
283.0,2.585254006158078
284.0,3.4857863222298193
285.0,3.2773398751889165
286.0,2.3022404471122493
287.0,3.954029294047679
288.0,3.431351434598263
289.0,3.3946064785384555
290.0,3.354475636338948
